locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDBHNIBC_02828	CDS	1296	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
JDBHNIBC_02829	CDS	1014	bkdA2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
JDBHNIBC_02830	CDS	1233	bkdA1	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
JDBHNIBC_02831	CDS	1002	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
JDBHNIBC_02832	CDS	1071	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JDBHNIBC_02833	CDS	840	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
JDBHNIBC_02834	CDS	945	lacF			Lactose transport system permease protein LacF
JDBHNIBC_02835	CDS	723				hypothetical protein
JDBHNIBC_02836	CDS	444				hypothetical protein
JDBHNIBC_02837	CDS	888	gspK_2	2.7.1.8	COG2971	Glucosamine kinase GspK
JDBHNIBC_02838	CDS	774	nagR_4		COG2188	HTH-type transcriptional repressor NagR
JDBHNIBC_02839	CDS	156	cydX	7.1.1.7		Cytochrome bd ubiquinol oxidase subunit X
JDBHNIBC_02840	CDS	1068	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
JDBHNIBC_02841	CDS	1596	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
JDBHNIBC_02842	CDS	1683			COG1132	putative ABC transporter ATP-binding/permease protein
JDBHNIBC_02843	CDS	1737	cydD		COG4988	ATP-binding/permease protein CydD
JDBHNIBC_02844	CDS	585				hypothetical protein
JDBHNIBC_02845	CDS	363				hypothetical protein
JDBHNIBC_02846	CDS	282				hypothetical protein
JDBHNIBC_02847	CDS	516	mnhE1		COG1863	Na(+)/H(+) antiporter subunit E1
JDBHNIBC_02848	CDS	1629	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
JDBHNIBC_02849	CDS	339	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
JDBHNIBC_02850	CDS	2919	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
JDBHNIBC_02851	CDS	1329				hypothetical protein
JDBHNIBC_02852	CDS	600				hypothetical protein
JDBHNIBC_02853	CDS	519	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
JDBHNIBC_02854	CDS	282				hypothetical protein
JDBHNIBC_02855	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
JDBHNIBC_02856	CDS	1137	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
JDBHNIBC_02857	CDS	639	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
JDBHNIBC_02858	CDS	1275	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
JDBHNIBC_02859	CDS	981	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
JDBHNIBC_02860	CDS	501				hypothetical protein
JDBHNIBC_02861	CDS	921	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
JDBHNIBC_02862	CDS	888				hypothetical protein
JDBHNIBC_02863	CDS	1434	alsT		COG1115	Amino-acid carrier protein AlsT
JDBHNIBC_02864	CDS	171				hypothetical protein
JDBHNIBC_02865	CDS	780				hypothetical protein
JDBHNIBC_02866	CDS	450				hypothetical protein
JDBHNIBC_02867	CDS	1275	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
JDBHNIBC_02868	CDS	351				hypothetical protein
JDBHNIBC_02869	CDS	219				hypothetical protein
JDBHNIBC_02870	CDS	201				hypothetical protein
JDBHNIBC_02871	CDS	717	ompR_2			Transcriptional regulatory protein OmpR
JDBHNIBC_02872	CDS	1425	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
JDBHNIBC_02873	CDS	1050	emrA_1			Colistin resistance protein EmrA
JDBHNIBC_02874	CDS	798				hypothetical protein
JDBHNIBC_02875	CDS	816				hypothetical protein
JDBHNIBC_02876	CDS	489	slyA_3			Transcriptional regulator SlyA
JDBHNIBC_02877	CDS	1092				hypothetical protein
JDBHNIBC_02878	CDS	768	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
JDBHNIBC_02879	CDS	819	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JDBHNIBC_02880	CDS	396				hypothetical protein
JDBHNIBC_02881	CDS	1140	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
JDBHNIBC_02882	CDS	921	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
JDBHNIBC_02883	CDS	945				hypothetical protein
JDBHNIBC_02884	CDS	720	cecR		COG1309	HTH-type transcriptional dual regulator CecR
JDBHNIBC_02885	CDS	1059	ydiK		COG0628	Putative transport protein YdiK
JDBHNIBC_02886	CDS	708	nanR_1			HTH-type transcriptional repressor NanR
JDBHNIBC_02887	CDS	438				hypothetical protein
JDBHNIBC_02888	CDS	411				hypothetical protein
JDBHNIBC_02889	CDS	324	bigR		COG0640	Biofilm growth-associated repressor
JDBHNIBC_02890	CDS	942	yedI		COG2354	Inner membrane protein YedI
JDBHNIBC_02891	CDS	645	def_2	3.5.1.88		Peptide deformylase
JDBHNIBC_02892	CDS	1239	serA_2	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
JDBHNIBC_02893	CDS	984				putative HTH-type transcriptional regulator
JDBHNIBC_02894	CDS	1668	acsA_4	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JDBHNIBC_02895	CDS	768		1.-.-.-		putative oxidoreductase
JDBHNIBC_02896	CDS	1191	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
JDBHNIBC_02897	CDS	1143	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JDBHNIBC_02898	CDS	441	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
JDBHNIBC_02899	CDS	888	hcaR			Hca operon transcriptional activator HcaR
JDBHNIBC_02900	CDS	714	ynfM_1			Inner membrane transport protein YnfM
JDBHNIBC_02901	CDS	621	ynfM_2			Inner membrane transport protein YnfM
JDBHNIBC_02902	CDS	168	glpK_1	2.7.1.30		Glycerol kinase
JDBHNIBC_02903	CDS	1071	glpK_2	2.7.1.30		Glycerol kinase
JDBHNIBC_02904	CDS	1281	rutG		COG2233	Putative pyrimidine permease RutG
JDBHNIBC_02905	CDS	657				hypothetical protein
JDBHNIBC_02906	CDS	810	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
JDBHNIBC_02907	CDS	567				hypothetical protein
JDBHNIBC_02908	CDS	663				hypothetical protein
JDBHNIBC_02909	CDS	555	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
JDBHNIBC_02910	CDS	1314			COG4310	Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein
JDBHNIBC_02911	CDS	1062	hldD_2	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
JDBHNIBC_02912	CDS	1335				hypothetical protein
JDBHNIBC_02913	CDS	1362	hemL2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
JDBHNIBC_02914	CDS	1230	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JDBHNIBC_02915	CDS	1242				hypothetical protein
JDBHNIBC_02916	CDS	1014				hypothetical protein
JDBHNIBC_02917	CDS	1494	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
JDBHNIBC_02918	CDS	1122	wecA_2	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
JDBHNIBC_02919	CDS	882				hypothetical protein
JDBHNIBC_02920	CDS	618				hypothetical protein
JDBHNIBC_02921	CDS	1263				hypothetical protein
JDBHNIBC_02922	CDS	615	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JDBHNIBC_02923	CDS	723				hypothetical protein
JDBHNIBC_02924	CDS	1125	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
JDBHNIBC_02925	CDS	1236	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JDBHNIBC_02926	CDS	1251				hypothetical protein
JDBHNIBC_02927	CDS	1071	gmd_2	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
JDBHNIBC_02928	CDS	741	fcl_1	1.1.1.271	COG0451	GDP-L-fucose synthase
JDBHNIBC_02929	CDS	243	fcl_2	1.1.1.271	COG0451	GDP-L-fucose synthase
JDBHNIBC_02930	CDS	1248				hypothetical protein
JDBHNIBC_02931	CDS	2190				hypothetical protein
JDBHNIBC_02932	CDS	768				hypothetical protein
JDBHNIBC_02933	CDS	759				hypothetical protein
JDBHNIBC_02934	CDS	261				hypothetical protein
JDBHNIBC_02935	CDS	1167	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
JDBHNIBC_02936	CDS	1578	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
JDBHNIBC_02937	CDS	750	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
JDBHNIBC_02938	CDS	1584	appA_3			Oligopeptide-binding protein AppA
JDBHNIBC_02939	CDS	960	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
JDBHNIBC_02940	CDS	873	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
JDBHNIBC_02941	CDS	963	dapA_2	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
JDBHNIBC_02942	CDS	1017	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
JDBHNIBC_02943	CDS	954	oppF_6		COG4608	Oligopeptide transport ATP-binding protein OppF
JDBHNIBC_02944	CDS	990	iolG_4	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JDBHNIBC_02945	CDS	996				hypothetical protein
JDBHNIBC_02946	CDS	1128		1.1.99.36		NDMA-dependent alcohol dehydrogenase
JDBHNIBC_02947	CDS	1200			COG0683	Leu/Ile/Val-binding protein 
JDBHNIBC_02948	CDS	1431	araE_2	1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase 1
JDBHNIBC_02949	CDS	1635	alkJ_5	1.1.99.-		Alcohol dehydrogenase [acceptor]
JDBHNIBC_02950	CDS	819	aroE_3	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
JDBHNIBC_02951	CDS	798	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JDBHNIBC_02952	CDS	705	livF_8		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JDBHNIBC_02953	CDS	2724	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBHNIBC_02954	CDS	1212				hypothetical protein
JDBHNIBC_02955	CDS	909	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
JDBHNIBC_02956	CDS	153				hypothetical protein
JDBHNIBC_02957	CDS	678	nanR_2			HTH-type transcriptional repressor NanR
JDBHNIBC_02958	CDS	1164	yjiB	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
JDBHNIBC_02959	CDS	1206	ackA	2.7.2.1	COG0282	Acetate kinase
JDBHNIBC_02960	CDS	2379	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
JDBHNIBC_02961	CDS	1434				hypothetical protein
JDBHNIBC_02962	CDS	837	efeU		COG0672	Ferrous iron permease EfeU
JDBHNIBC_02963	CDS	399				hypothetical protein
JDBHNIBC_02964	CDS	549	tpd		COG3470	34 kDa membrane antigen
JDBHNIBC_02965	CDS	1524	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
JDBHNIBC_02966	CDS	633	mqnB	3.2.2.26		Futalosine hydrolase
JDBHNIBC_02967	CDS	666				hypothetical protein
JDBHNIBC_02968	CDS	1095	rsmB_2	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
JDBHNIBC_02969	CDS	240				hypothetical protein
JDBHNIBC_02970	CDS	729	dsbB_2			Disulfide bond formation protein B
JDBHNIBC_02971	CDS	174				hypothetical protein
JDBHNIBC_02972	CDS	1500	katA	1.11.1.6		Catalase
JDBHNIBC_02973	CDS	954	oxyR_3			Hydrogen peroxide-inducible genes activator
JDBHNIBC_02974	CDS	1110				hypothetical protein
JDBHNIBC_02975	CDS	1494	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
JDBHNIBC_02976	CDS	1356	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
JDBHNIBC_02977	CDS	1107		3.4.11.-	COG3191	putative aminopeptidase
JDBHNIBC_02978	CDS	1434	glmM_3	5.4.2.10	COG1109	Phosphoglucosamine mutase
JDBHNIBC_02979	CDS	1416	algA_2		COG0662	Alginate biosynthesis protein AlgA
JDBHNIBC_02980	CDS	519	hdfR_4			HTH-type transcriptional regulator HdfR
JDBHNIBC_02981	CDS	1593	pdeB_2	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
JDBHNIBC_02982	CDS	165				hypothetical protein
JDBHNIBC_02983	CDS	345	hdeA			putative acid stress chaperone HdeA
JDBHNIBC_02984	CDS	396	glsA1_1	3.5.1.2	COG2066	Glutaminase 1
JDBHNIBC_02985	CDS	603	glsA1_2	3.5.1.2	COG2066	Glutaminase 1
JDBHNIBC_02986	CDS	1533	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
JDBHNIBC_02987	CDS	861	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
JDBHNIBC_02988	CDS	480	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
JDBHNIBC_02989	CDS	534				hypothetical protein
JDBHNIBC_02990	CDS	1224	bepF			Efflux pump periplasmic linker BepF
JDBHNIBC_02991	CDS	1230	bepG_1			Efflux pump membrane transporter BepG
JDBHNIBC_02992	CDS	2028	bepG_2			Efflux pump membrane transporter BepG
JDBHNIBC_02993	CDS	501				hypothetical protein
JDBHNIBC_02994	CDS	528				hypothetical protein
JDBHNIBC_02995	CDS	216				hypothetical protein
JDBHNIBC_02996	CDS	777	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
JDBHNIBC_02997	CDS	1161				hypothetical protein
JDBHNIBC_02998	CDS	1068	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
JDBHNIBC_02999	CDS	1047				hypothetical protein
JDBHNIBC_03000	CDS	393				hypothetical protein
JDBHNIBC_03001	tRNA	77				tRNA-Asp(gtc)
JDBHNIBC_03002	CDS	168				hypothetical protein
JDBHNIBC_03003	CDS	273	minE		COG0851	Cell division topological specificity factor
JDBHNIBC_03004	CDS	816	minD		COG2894	Septum site-determining protein MinD
JDBHNIBC_03005	CDS	747	minC		COG0850	Septum site-determining protein MinC
JDBHNIBC_03006	CDS	990	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
JDBHNIBC_03007	CDS	2217	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
JDBHNIBC_03008	CDS	408	nrdI		COG1780	Protein NrdI
JDBHNIBC_03009	CDS	222	nrdH		COG0695	Glutaredoxin-like protein NrdH
JDBHNIBC_03010	CDS	504				hypothetical protein
JDBHNIBC_03011	CDS	960	entS_2			Enterobactin exporter EntS
JDBHNIBC_03012	CDS	231				hypothetical protein
JDBHNIBC_03013	CDS	1047	iolG_5	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JDBHNIBC_03014	CDS	786				hypothetical protein
JDBHNIBC_03015	CDS	675	ugpC_3	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
JDBHNIBC_03016	CDS	225				hypothetical protein
JDBHNIBC_03017	CDS	813	sugB		COG0395	Trehalose transport system permease protein SugB
JDBHNIBC_03018	CDS	522	sugA_2		COG1175	Trehalose transport system permease protein SugA
JDBHNIBC_03019	CDS	1266			COG1653	putative ABC transporter-binding protein
JDBHNIBC_03020	CDS	1017	rafR			HTH-type transcriptional regulator RafR
JDBHNIBC_03021	CDS	711				hypothetical protein
JDBHNIBC_03022	CDS	2856				hypothetical protein
JDBHNIBC_03023	CDS	1137				hypothetical protein
JDBHNIBC_03024	CDS	2613	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
JDBHNIBC_03025	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
JDBHNIBC_03026	CDS	708	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
JDBHNIBC_03027	CDS	726	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
JDBHNIBC_03028	CDS	816	cbf2	5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase Cbf2
JDBHNIBC_03029	CDS	537				hypothetical protein
JDBHNIBC_03030	CDS	591	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
JDBHNIBC_03031	CDS	1515	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
JDBHNIBC_03032	CDS	525	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
JDBHNIBC_03033	CDS	978	yhbU	3.4.-.-	COG0826	putative protease YhbU
JDBHNIBC_03034	CDS	933				hypothetical protein
JDBHNIBC_03035	CDS	846	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
JDBHNIBC_03036	CDS	792	ribX			Riboflavin transport system permease protein RibX
JDBHNIBC_03037	CDS	108				hypothetical protein
JDBHNIBC_03038	CDS	963				hypothetical protein
JDBHNIBC_03039	CDS	1242				hypothetical protein
JDBHNIBC_03040	CDS	441				Pseudoazurin
JDBHNIBC_03041	CDS	363				hypothetical protein
JDBHNIBC_03042	CDS	339				hypothetical protein
JDBHNIBC_03043	CDS	807	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
JDBHNIBC_03044	CDS	213				hypothetical protein
JDBHNIBC_03045	CDS	540				hypothetical protein
JDBHNIBC_03046	CDS	822	nosY		COG1277	putative ABC transporter permease protein NosY
JDBHNIBC_03047	CDS	996	nosF		COG1131	putative ABC transporter ATP-binding protein NosF
JDBHNIBC_03048	CDS	1395	nosD			putative ABC transporter binding protein NosD
JDBHNIBC_03049	CDS	1104	nosZ_1	1.7.2.4	COG4263	Nitrous-oxide reductase
JDBHNIBC_03050	CDS	759	nosZ_2	1.7.2.4		Nitrous-oxide reductase
JDBHNIBC_03051	CDS	2259				hypothetical protein
JDBHNIBC_03052	CDS	1851	yddA_2		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
JDBHNIBC_03053	CDS	528				hypothetical protein
JDBHNIBC_03054	CDS	666				hypothetical protein
JDBHNIBC_03055	CDS	1605	araB_2	2.7.1.16	COG1069	Ribulokinase
JDBHNIBC_03056	CDS	729	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
JDBHNIBC_03057	CDS	1197	xylH_3		COG4214	Xylose transport system permease protein XylH
JDBHNIBC_03058	CDS	828	frcA_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
JDBHNIBC_03059	CDS	1053	xylF_2		COG4213	D-xylose-binding periplasmic protein
JDBHNIBC_03060	CDS	1056	cra		COG1609	Catabolite repressor/activator
JDBHNIBC_03061	CDS	696			COG0664	Cyclic AMP receptor protein
JDBHNIBC_03062	CDS	894				hypothetical protein
JDBHNIBC_03063	CDS	1131	nirK	1.7.2.1		Copper-containing nitrite reductase
JDBHNIBC_03064	CDS	624				hypothetical protein
JDBHNIBC_03065	CDS	585				hypothetical protein
JDBHNIBC_03066	CDS	1176				hypothetical protein
JDBHNIBC_03067	CDS	327				hypothetical protein
JDBHNIBC_03068	CDS	528				hypothetical protein
JDBHNIBC_03069	CDS	1368				hypothetical protein
JDBHNIBC_03070	CDS	201				hypothetical protein
JDBHNIBC_03071	CDS	1902				hypothetical protein
JDBHNIBC_03072	CDS	813	nirQ		COG0714	Denitrification regulatory protein NirQ
JDBHNIBC_03073	CDS	1350	norB	1.7.2.5		Nitric oxide reductase subunit B
JDBHNIBC_03074	CDS	453	norC		COG2010	Nitric oxide reductase subunit C
JDBHNIBC_03075	CDS	279				hypothetical protein
JDBHNIBC_03076	CDS	570				hypothetical protein
JDBHNIBC_03077	CDS	156				hypothetical protein
JDBHNIBC_03078	CDS	414				hypothetical protein
JDBHNIBC_03079	CDS	1269				hypothetical protein
JDBHNIBC_03080	CDS	1038		1.5.1.49	COG2055	Delta(1)-pyrroline-2-carboxylate reductase
JDBHNIBC_03081	CDS	963	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JDBHNIBC_03082	CDS	702	rspR_3		COG1802	HTH-type transcriptional repressor RspR
JDBHNIBC_03083	CDS	894				hypothetical protein
JDBHNIBC_03084	CDS	1176				hypothetical protein
JDBHNIBC_03085	CDS	978	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
JDBHNIBC_03086	CDS	2202				hypothetical protein
JDBHNIBC_03087	CDS	471				hypothetical protein
JDBHNIBC_03088	CDS	396				hypothetical protein
JDBHNIBC_03089	CDS	678	qseB			Transcriptional regulatory protein QseB
JDBHNIBC_03090	CDS	1344	qseC	2.7.13.3		Sensor protein QseC
JDBHNIBC_03091	CDS	708				hypothetical protein
JDBHNIBC_03092	CDS	465				hypothetical protein
JDBHNIBC_03093	CDS	1275		1.-.-.-		NADH oxidase
JDBHNIBC_03094	CDS	1242	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
JDBHNIBC_03095	CDS	1578	paaH_2	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
JDBHNIBC_03096	CDS	786	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
JDBHNIBC_03097	CDS	855	tsaQ1_2			HTH-type transcriptional regulator TsaQ1/TsaQ2
JDBHNIBC_03098	CDS	1143	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
JDBHNIBC_03099	CDS	144				hypothetical protein
JDBHNIBC_03100	CDS	1203	nanT_2			Sialic acid transporter NanT
JDBHNIBC_03101	CDS	1872	mutL			DNA mismatch repair protein MutL
JDBHNIBC_03102	CDS	237				hypothetical protein
JDBHNIBC_03103	CDS	1026	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
JDBHNIBC_03104	CDS	1341	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
JDBHNIBC_03105	CDS	744				hypothetical protein
JDBHNIBC_03106	CDS	252				hypothetical protein
JDBHNIBC_03107	CDS	810	suhB_3	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
JDBHNIBC_03108	CDS	1344	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
JDBHNIBC_03109	CDS	1845	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
JDBHNIBC_03110	CDS	882				hypothetical protein
JDBHNIBC_03111	CDS	1365				hypothetical protein
JDBHNIBC_03112	CDS	1452		3.4.24.-	COG0612	putative zinc protease
JDBHNIBC_03113	CDS	564	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
JDBHNIBC_03114	CDS	1746				hypothetical protein
JDBHNIBC_03115	CDS	474	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
JDBHNIBC_03116	CDS	561	yceJ_1		COG3038	Cytochrome b561 
JDBHNIBC_03117	CDS	672				hypothetical protein
JDBHNIBC_03118	CDS	2919	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
JDBHNIBC_03119	CDS	990	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
JDBHNIBC_03120	CDS	849				hypothetical protein
JDBHNIBC_03121	CDS	297	groS			10 kDa chaperonin
JDBHNIBC_03122	CDS	1641	groL		COG0459	60 kDa chaperonin
JDBHNIBC_03123	CDS	255				hypothetical protein
JDBHNIBC_03124	CDS	1392	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
JDBHNIBC_03125	CDS	402	yqjF		COG2259	Inner membrane protein YqjF
JDBHNIBC_03126	CDS	1239	fucP		COG0738	L-fucose-proton symporter
JDBHNIBC_03127	CDS	696	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
JDBHNIBC_03128	CDS	1131	hisZ			ATP phosphoribosyltransferase regulatory subunit
JDBHNIBC_03129	CDS	1509	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
JDBHNIBC_03130	CDS	618	leuE		COG1280	Leucine efflux protein
JDBHNIBC_03131	CDS	657	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
JDBHNIBC_03132	CDS	735				hypothetical protein
JDBHNIBC_03133	CDS	828		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
JDBHNIBC_03134	CDS	1290	lutA			Lactate utilization protein A
JDBHNIBC_03135	CDS	1008				hypothetical protein
JDBHNIBC_03136	CDS	183				hypothetical protein
JDBHNIBC_03137	CDS	1497		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
JDBHNIBC_03138	CDS	921	dmlR_2			HTH-type transcriptional regulator DmlR
JDBHNIBC_03139	CDS	813	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
JDBHNIBC_03140	CDS	138				hypothetical protein
JDBHNIBC_03141	CDS	240				hypothetical protein
JDBHNIBC_03142	CDS	396				hypothetical protein
JDBHNIBC_03143	CDS	1572	bmaC_3			Adhesin BmaC autotransporter
JDBHNIBC_03144	CDS	411	bmaC_4			Adhesin BmaC autotransporter
JDBHNIBC_03145	CDS	675				hypothetical protein
JDBHNIBC_03146	CDS	579	yceJ_2		COG3038	Cytochrome b561 
JDBHNIBC_03147	CDS	153				hypothetical protein
JDBHNIBC_03148	CDS	825		4.1.-.-	COG2301	Citrate lyase subunit beta-like protein
JDBHNIBC_03149	CDS	837	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
JDBHNIBC_03150	CDS	1218	yfdE_2	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
JDBHNIBC_03151	CDS	885	cynR			HTH-type transcriptional regulator CynR
JDBHNIBC_03152	CDS	417				hypothetical protein
JDBHNIBC_03153	CDS	387				hypothetical protein
JDBHNIBC_03154	CDS	741	fliP		COG1338	Flagellar biosynthetic protein FliP
JDBHNIBC_03155	CDS	492				hypothetical protein
JDBHNIBC_03156	CDS	729	flgH			Flagellar L-ring protein
JDBHNIBC_03157	CDS	561				hypothetical protein
JDBHNIBC_03158	CDS	1218	flgI			Flagellar P-ring protein
JDBHNIBC_03159	CDS	480				hypothetical protein
JDBHNIBC_03160	CDS	789	flgG		COG4786	Flagellar basal-body rod protein FlgG
JDBHNIBC_03161	CDS	336	fliE			Flagellar hook-basal body complex protein FliE
